monthly_income,credit_score,debt_to_income,employment_months,age,num_late_payments,existing_loans,loan_amount,loan_term_months,has_mortgage,approved,decision,probability_default,risk_level,expected_credit_loss
500.0,611.0,0.101,62.0,43.0,1.0,1.0,110.2,24.0,0.0,0.0,Manual Review,0.5448,Medium,27.02
500.0,612.0,0.198,9.0,34.0,1.0,1.0,663.0,36.0,0.0,1.0,Rejected,0.7841,High,233.92
500.0,590.0,0.442,26.0,36.0,0.0,3.0,676.1,36.0,0.0,1.0,Rejected,0.7654,High,232.87
500.0,599.0,0.255,59.0,46.0,2.0,1.0,978.1,48.0,0.0,0.0,Manual Review,0.589,Medium,259.22
500.0,747.0,0.231,15.0,34.0,1.0,1.0,585.1,36.0,0.0,1.0,Rejected,0.6932,High,182.51
500.0,664.0,0.527,37.0,48.0,1.0,1.0,22.3,24.0,0.0,1.0,Manual Review,0.5435,Medium,5.45
362.9,596.0,0.233,10.0,35.0,1.0,4.0,673.3,60.0,0.0,0.0,Manual Review,0.5851,Medium,177.27
500.0,675.0,0.311,4.0,58.0,0.0,0.0,140.3,36.0,0.0,1.0,Manual Review,0.5657,Medium,35.71
448.5,593.0,0.525,56.0,58.0,1.0,2.0,101.0,48.0,0.0,0.0,Manual Review,0.5632,Medium,25.6
500.0,713.0,0.56,3.0,34.0,0.0,4.0,91.7,24.0,1.0,0.0,Manual Review,0.5357,Medium,22.11
500.0,649.0,0.13,11.0,37.0,1.0,0.0,85.2,60.0,1.0,0.0,Manual Review,0.5368,Medium,20.58
500.0,611.0,0.227,69.0,37.0,0.0,2.0,562.6,48.0,0.0,1.0,Rejected,0.6252,High,158.28
500.0,655.0,0.394,15.0,37.0,0.0,1.0,250.8,84.0,0.0,1.0,Manual Review,0.5532,Medium,62.43
276.6,494.0,0.597,130.0,26.0,1.0,0.0,133.5,48.0,0.0,0.0,Manual Review,0.5345,Medium,32.11
500.0,529.0,0.133,140.0,24.0,2.0,1.0,458.5,84.0,0.0,0.0,Manual Review,0.5527,Medium,114.04
500.0,524.0,0.403,11.0,52.0,2.0,0.0,185.8,84.0,1.0,0.0,Manual Review,0.5642,Medium,47.17
500.0,631.0,0.239,1.0,51.0,1.0,1.0,986.6,48.0,1.0,0.0,Manual Review,0.5936,Medium,263.56
468.1,758.0,0.521,43.0,50.0,2.0,1.0,1436.0,84.0,1.0,1.0,Rejected,0.6263,High,404.69
500.0,798.0,0.145,21.0,37.0,0.0,0.0,378.2,36.0,1.0,1.0,Manual Review,0.5645,Medium,96.08
500.0,671.0,0.53,3.0,60.0,0.0,2.0,1354.6,36.0,1.0,0.0,Rejected,0.6297,High,383.83
500.0,660.0,0.391,44.0,37.0,0.0,0.0,1352.8,12.0,0.0,1.0,Rejected,0.6167,High,375.44
500.0,475.0,0.213,1.0,48.0,0.0,3.0,481.6,48.0,0.0,1.0,Manual Review,0.5838,Medium,126.52
500.0,576.0,0.069,73.0,21.0,2.0,1.0,1801.2,60.0,1.0,0.0,Rejected,0.6097,High,494.2
500.0,556.0,0.35,5.0,35.0,2.0,2.0,273.7,60.0,0.0,1.0,Manual Review,0.5542,Medium,68.26
500.0,570.0,0.254,4.0,36.0,1.0,1.0,94.2,24.0,0.0,0.0,Manual Review,0.5371,Medium,22.77
436.8,606.0,0.05,6.0,37.0,2.0,0.0,129.8,36.0,0.0,0.0,Manual Review,0.5435,Medium,31.74
500.0,582.0,0.539,116.0,22.0,1.0,0.0,263.8,24.0,1.0,0.0,Manual Review,0.5289,Medium,62.78
500.0,461.0,0.218,42.0,46.0,0.0,0.0,690.1,60.0,0.0,1.0,Rejected,0.7799,High,242.2
326.8,679.0,0.512,58.0,50.0,1.0,2.0,178.7,24.0,0.0,1.0,Manual Review,0.5713,Medium,45.94
500.0,534.0,0.364,18.0,29.0,0.0,4.0,262.1,84.0,1.0,0.0,Manual Review,0.5375,Medium,63.39
384.7,639.0,0.545,14.0,24.0,3.0,4.0,165.6,36.0,1.0,0.0,Manual Review,0.5305,Medium,39.53
500.0,785.0,0.021,9.0,28.0,0.0,1.0,267.0,36.0,1.0,1.0,Manual Review,0.5374,Medium,64.57
254.9,546.0,0.304,23.0,43.0,1.0,1.0,1317.7,84.0,0.0,0.0,Rejected,0.6297,High,373.4
412.9,417.0,0.652,28.0,30.0,1.0,2.0,599.1,48.0,0.0,0.0,Rejected,0.7842,High,211.41
500.0,597.0,0.141,35.0,36.0,4.0,2.0,283.7,12.0,1.0,0.0,Manual Review,0.5557,Medium,70.94
500.0,708.0,0.299,10.0,25.0,2.0,3.0,1194.9,48.0,0.0,1.0,Manual Review,0.5819,Medium,312.88
500.0,776.0,0.094,106.0,61.0,1.0,3.0,459.4,24.0,0.0,1.0,Manual Review,0.5966,Medium,123.34
413.6,521.0,0.636,6.0,38.0,1.0,2.0,500.9,120.0,0.0,0.0,Manual Review,0.5815,Medium,131.08
500.0,659.0,0.218,121.0,51.0,0.0,1.0,1122.9,48.0,0.0,0.0,Manual Review,0.5939,Medium,300.12
264.7,582.0,0.315,0.0,43.0,1.0,3.0,342.2,36.0,0.0,0.0,Rejected,0.7907,High,121.77
181.8,611.0,0.261,23.0,37.0,0.0,2.0,936.8,48.0,0.0,0.0,Rejected,0.6288,High,265.1
500.0,831.0,0.422,14.0,36.0,0.0,0.0,884.8,24.0,0.0,0.0,Manual Review,0.5832,Medium,232.22
424.8,499.0,0.171,21.0,29.0,0.0,3.0,400.6,60.0,1.0,0.0,Manual Review,0.5562,Medium,100.26
327.7,640.0,0.257,30.0,32.0,0.0,2.0,147.3,84.0,0.0,1.0,Manual Review,0.5434,Medium,36.02
500.0,657.0,0.265,20.0,25.0,3.0,3.0,454.7,84.0,0.0,1.0,Manual Review,0.5504,Medium,112.61
500.0,706.0,0.061,19.0,24.0,0.0,1.0,1117.9,36.0,0.0,1.0,Manual Review,0.5692,Medium,286.33
411.8,627.0,0.04,47.0,63.0,2.0,1.0,867.2,36.0,0.0,0.0,Rejected,0.6053,High,236.2
287.8,644.0,0.335,41.0,41.0,3.0,1.0,1768.1,12.0,1.0,0.0,Rejected,0.6289,High,500.36
500.0,588.0,0.046,64.0,55.0,1.0,0.0,304.0,60.0,0.0,0.0,Manual Review,0.5775,Medium,79.0
500.0,641.0,0.229,10.0,28.0,0.0,0.0,839.6,48.0,1.0,0.0,Manual Review,0.5639,Medium,213.07
500.0,592.0,0.128,33.0,22.0,0.0,3.0,201.2,48.0,0.0,1.0,Manual Review,0.5226,Medium,47.32
500.0,669.0,0.288,31.0,26.0,0.0,0.0,528.9,84.0,0.0,1.0,Rejected,0.7344,High,174.8
319.8,590.0,0.415,16.0,32.0,0.0,1.0,1089.8,24.0,0.0,1.0,Rejected,0.619,High,303.57
254.6,650.0,0.413,23.0,38.0,0.0,4.0,929.4,12.0,0.0,0.0,Rejected,0.6273,High,262.35
386.3,617.0,0.324,13.0,36.0,3.0,2.0,488.8,24.0,0.0,0.0,Rejected,0.7805,High,171.69
500.0,710.0,0.314,5.0,28.0,2.0,1.0,363.2,36.0,0.0,1.0,Manual Review,0.5463,Medium,89.29
500.0,615.0,0.44,8.0,39.0,2.0,3.0,203.1,12.0,0.0,0.0,Manual Review,0.5496,Medium,50.24
483.9,478.0,0.321,4.0,40.0,2.0,2.0,375.7,48.0,1.0,0.0,Manual Review,0.569,Medium,96.2
500.0,720.0,0.181,41.0,46.0,0.0,1.0,157.8,36.0,1.0,1.0,Manual Review,0.5535,Medium,39.3
292.0,547.0,0.046,38.0,55.0,0.0,0.0,342.0,24.0,0.0,1.0,Rejected,0.7225,High,111.19
500.0,567.0,0.486,108.0,33.0,0.0,0.0,106.1,60.0,0.0,1.0,Manual Review,0.5316,Medium,25.38
500.0,572.0,0.652,47.0,52.0,1.0,3.0,156.7,36.0,0.0,0.0,Manual Review,0.5614,Medium,39.59
500.0,729.0,0.193,1.0,38.0,0.0,3.0,890.4,60.0,1.0,1.0,Manual Review,0.5864,Medium,234.96
500.0,449.0,0.206,77.0,19.0,1.0,1.0,814.5,36.0,0.0,0.0,Manual Review,0.553,Medium,202.69
500.0,850.0,0.041,71.0,59.0,0.0,3.0,357.2,48.0,0.0,1.0,Manual Review,0.5852,Medium,94.06
500.0,704.0,0.206,21.0,65.0,0.0,1.0,474.0,84.0,0.0,1.0,Rejected,0.6091,High,129.92
500.0,637.0,0.251,31.0,45.0,1.0,1.0,527.7,12.0,0.0,0.0,Rejected,0.7631,High,181.21
500.0,615.0,0.137,134.0,39.0,0.0,4.0,650.5,48.0,0.0,1.0,Rejected,0.7873,High,230.46
500.0,642.0,0.13,27.0,34.0,0.0,1.0,597.1,84.0,0.0,1.0,Manual Review,0.5818,Medium,156.33
500.0,661.0,0.272,84.0,32.0,2.0,2.0,154.5,48.0,1.0,1.0,Manual Review,0.5359,Medium,37.26
500.0,671.0,0.246,3.0,52.0,0.0,1.0,63.8,36.0,1.0,1.0,Manual Review,0.5523,Medium,15.86
500.0,664.0,0.141,7.0,37.0,1.0,1.0,199.5,36.0,0.0,1.0,Manual Review,0.5483,Medium,49.22
500.0,627.0,0.486,20.0,58.0,0.0,2.0,397.8,60.0,0.0,0.0,Manual Review,0.5875,Medium,105.17
389.3,604.0,0.015,31.0,38.0,2.0,2.0,970.3,84.0,0.0,0.0,Manual Review,0.5973,Medium,260.8
500.0,607.0,0.454,60.0,33.0,3.0,1.0,542.9,12.0,1.0,0.0,Rejected,0.7494,High,183.08
500.0,604.0,0.142,160.0,30.0,0.0,2.0,690.2,24.0,1.0,1.0,Rejected,0.7542,High,234.26
267.0,710.0,0.241,17.0,29.0,1.0,1.0,219.6,36.0,0.0,1.0,Manual Review,0.5516,Medium,54.51
500.0,667.0,0.334,1.0,44.0,2.0,1.0,425.3,36.0,0.0,1.0,Manual Review,0.5733,Medium,109.72
388.4,384.0,0.281,58.0,22.0,1.0,1.0,474.3,36.0,0.0,1.0,Manual Review,0.5584,Medium,119.19
500.0,672.0,0.206,33.0,28.0,2.0,2.0,245.9,36.0,0.0,0.0,Manual Review,0.5354,Medium,59.24
394.0,635.0,0.185,7.0,53.0,1.0,1.0,191.3,24.0,0.0,0.0,Manual Review,0.5686,Medium,48.95
436.8,618.0,0.246,24.0,26.0,1.0,1.0,375.4,24.0,1.0,0.0,Manual Review,0.5513,Medium,93.14
212.3,588.0,0.438,48.0,48.0,0.0,1.0,763.9,84.0,0.0,0.0,Rejected,0.6285,High,216.06
435.5,709.0,0.349,52.0,18.0,1.0,2.0,218.2,24.0,0.0,0.0,Manual Review,0.5235,Medium,51.4
162.5,695.0,0.118,24.0,55.0,0.0,1.0,381.0,36.0,1.0,1.0,Rejected,0.607,High,104.07
247.3,558.0,0.555,13.0,22.0,0.0,2.0,1330.7,36.0,0.0,0.0,Rejected,0.6108,High,365.74
500.0,652.0,0.077,131.0,27.0,0.0,0.0,297.1,84.0,1.0,1.0,Manual Review,0.5397,Medium,72.16
500.0,542.0,0.484,39.0,46.0,3.0,3.0,452.7,60.0,0.0,0.0,Manual Review,0.5786,Medium,117.86
500.0,509.0,0.368,18.0,41.0,1.0,1.0,413.6,60.0,1.0,0.0,Manual Review,0.5713,Medium,106.33
336.7,569.0,0.081,11.0,48.0,1.0,2.0,387.3,24.0,0.0,0.0,Rejected,0.6814,High,118.76
500.0,688.0,0.456,47.0,22.0,0.0,0.0,1710.0,60.0,0.0,1.0,Rejected,0.6088,High,468.43
500.0,696.0,0.374,9.0,34.0,1.0,0.0,574.8,36.0,0.0,1.0,Rejected,0.6605,High,170.84
305.9,661.0,0.34,6.0,30.0,2.0,2.0,128.2,36.0,0.0,1.0,Manual Review,0.5359,Medium,30.92
500.0,678.0,0.147,27.0,24.0,0.0,1.0,1528.7,48.0,0.0,1.0,Rejected,0.6115,High,420.63
500.0,661.0,0.267,12.0,45.0,2.0,0.0,560.8,60.0,1.0,1.0,Rejected,0.6383,High,161.08
488.9,568.0,0.16,35.0,49.0,0.0,1.0,333.8,60.0,1.0,1.0,Manual Review,0.5761,Medium,86.53
500.0,654.0,0.305,4.0,33.0,1.0,3.0,1324.8,84.0,0.0,1.0,Rejected,0.6083,High,362.66
500.0,684.0,0.104,38.0,56.0,0.0,2.0,241.4,84.0,0.0,1.0,Manual Review,0.5728,Medium,62.22
196.7,680.0,0.586,11.0,28.0,0.0,0.0,1775.8,36.0,1.0,0.0,Rejected,0.6148,High,491.33
482.5,715.0,0.283,0.0,55.0,4.0,1.0,485.0,36.0,1.0,1.0,Manual Review,0.5925,Medium,129.31
388.2,676.0,0.213,4.0,44.0,0.0,0.0,1006.1,12.0,0.0,1.0,Rejected,0.6158,High,278.78
330.9,648.0,0.356,97.0,23.0,1.0,2.0,2000.0,84.0,1.0,0.0,Rejected,0.6145,High,553.07
474.4,705.0,0.573,72.0,61.0,1.0,0.0,519.8,24.0,0.0,0.0,Rejected,0.7856,High,183.77
500.0,617.0,0.164,9.0,32.0,0.0,2.0,416.5,84.0,0.0,1.0,Manual Review,0.5604,Medium,105.03
500.0,549.0,0.414,54.0,52.0,2.0,2.0,191.7,36.0,0.0,0.0,Manual Review,0.5647,Medium,48.71
410.3,606.0,0.293,33.0,39.0,1.0,1.0,408.7,36.0,1.0,0.0,Manual Review,0.575,Medium,105.75
500.0,560.0,0.242,127.0,42.0,0.0,2.0,196.5,12.0,0.0,1.0,Manual Review,0.5527,Medium,48.87
